Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Voice-aided-Smart-Attendance-System,com.TeamEnigma.cognito.vad,AutocorrellatedVoiceActivityDetector,applyFadeInFadeOut,7,2,4,95,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.cognito.vad,AutocorrellatedVoiceActivityDetector,mergeSmallActiveAreas,20,5,2,104,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.cognito.vad,AutocorrellatedVoiceActivityDetector,mergeSmallSilentAreas,14,4,2,127,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.cognito.vad,AutocorrellatedVoiceActivityDetector,initFadeFactors,10,3,1,144,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.cognito.vad,AutocorrellatedVoiceActivityDetector,bruteForceAutocorrelation,14,4,2,156,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterEnroll,AfterEnroll,116,5,0,26,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterEnroll,actionPerformed,28,3,1,80,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterEnroll,actionPerformed,29,3,1,112,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterEnroll,actionPerformed,5,1,1,150,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterEnroll,main,4,1,1,160,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,AfterLogin,11,1,0,13,0,com.TeamEnigma.Gui.AfterLogin,com.TeamEnigma.Gui.AfterLogin
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,initcomponent,62,1,0,30,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,actionPerformed,5,1,1,46,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,actionPerformed,5,1,1,55,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,actionPerformed,5,1,1,68,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,actionPerformed,5,1,1,83,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,actionPerformed,5,1,1,97,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,AfterLogin,main,4,1,1,107,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Alertframe,Alertframe,7,1,0,6,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Alertframe,main,4,1,1,13,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Attendance,Attendance,5,1,0,37,0,com.TeamEnigma.Gui.Attendance,com.TeamEnigma.Gui.Attendance
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Attendance,change,118,5,0,44,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Attendance,actionPerformed,49,5,1,114,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Attendance,actionPerformed,5,1,1,180,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Attendance,main,4,1,1,199,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Button_templete,frame,5,1,0,21,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Button_templete,container,6,1,0,27,0,com.TeamEnigma.Gui.Button_templete,com.TeamEnigma.Gui.Button_templete
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Button_templete,Button_Method,33,1,0,34,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,GiveVoice,GiveVoice,30,1,0,26,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,GiveVoice,actionPerformed,5,1,1,38,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,GiveVoice,actionPerformed,5,1,1,54,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,GiveVoice,main,4,1,1,65,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,IdPassModifier,14,1,0,23,0,com.TeamEnigma.Gui.IdPassModifier,com.TeamEnigma.Gui.IdPassModifier
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,initcompo,107,4,0,40,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,actionPerformed,25,3,1,90,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,actionPerformed,5,1,1,126,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,actionPerformed,26,2,1,136,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,IdPassModifier,main,4,1,1,166,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,LogIn,LogIn,12,1,0,15,0,com.TeamEnigma.Gui.LogIn,com.TeamEnigma.Gui.LogIn
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,LogIn,initcomponent,63,3,0,30,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,LogIn,actionPerformed,5,1,1,64,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,LogIn,actionPerformed,26,3,1,77,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,LogIn,main,4,1,1,112,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Main,Main,32,1,0,18,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Main,actionPerformed,5,1,1,37,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Main,actionPerformed,5,1,1,48,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,Main,main,4,1,1,58,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,OpenTextFile,main,2,1,1,7,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,StudentLogIn,StudentLogIn,64,2,1,18,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,StudentLogIn,actionPerformed,19,2,1,65,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,StudentLogIn,actionPerformed,5,1,1,91,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,StudentLogIn,main,2,1,1,104,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherEnroll,TeacherEnroll,12,1,0,18,0,com.TeamEnigma.Gui.TeacherEnroll,com.TeamEnigma.Gui.TeacherEnroll
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherEnroll,initcomponent,62,3,0,34,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherEnroll,actionPerformed,5,1,1,68,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherEnroll,actionPerformed,25,3,1,81,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherEnroll,main,4,1,1,115,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherLogIn,TeacherLogIn,70,3,0,17,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherLogIn,actionPerformed,5,1,1,62,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherLogIn,actionPerformed,26,3,1,72,0,,
